ponto,j1,gn,gn1,ot,op
0.00019999999999999998,34.21925661899877,16.91533138601517,17.297317400014435,0.003325274017697666,0.0027026219831896015
0.0002040816326530612,29.362390413996764,14.972038006009825,14.384654125991801,0.002693458998692222,0.0024363369739148766
0.00020816326530612243,28.456371250998927,14.277030826000555,14.173456522003107,0.002599000981717836,0.00270759600243764
0.00021224489795918365,28.439566761997412,14.225240486011899,14.208294202013349,0.002821143003529869,0.002649085996381473
0.00021632653061224487,28.06331884199608,14.069240684977558,13.988056608010083,0.002735279020271264,0.002738331000728067
0.0002204081632653061,28.42773541399947,14.201736268005334,14.219835776988475,0.002773104017251171,0.0028448449811548926
0.00022448979591836732,28.78751015099988,14.45550393598387,14.325920850009425,0.0028685490033240058,0.0026757999949040823
0.00022857142857142857,28.715836742994725,14.287119016997167,14.422185100003844,0.0030855130098643713,0.0028588730201590806
0.00023265306122448976,28.611228529000073,14.347192946996074,14.258540830996935,0.0025002389811561443,0.0024669030026416294
0.000236734693877551,28.92887596700166,14.37651501201617,14.546749362008995,0.0026235150144202635,0.002455122994433623
0.0002408163265306122,29.113873303998844,14.549382859004254,14.558112036022067,0.003026152015081607,0.0027428799876361154
0.00024489795918367346,29.40714030199888,14.743924929985951,14.657662802019331,0.002508162993763108,0.0024783750050119124
0.00024897959183673465,28.835919307995937,14.462867805996211,14.367224964014895,0.002803160998155363,0.002494200991350226
0.0002530612244897959,28.963174301003164,14.535597747999418,14.421874935018423,0.0025713279901538044,0.0025992729933932424
0.00025714285714285715,28.908608899000683,14.389295278007921,14.512862021001638,0.0027288709970889613,0.003151878008793574
0.00026122448979591835,29.408835084999737,14.744090969987155,14.658866207006213,0.002613606004160829,0.002682908991118893
0.00026530612244897954,29.76204962599877,14.896917009005847,14.859227591994568,0.002793375009787269,0.0025589900033082813
0.0002693877551020408,28.887225689999468,14.472479586009285,14.408578279006178,0.003070332015340682,0.0025341769942315295
0.00027346938775510204,28.804155457997695,14.420375960988167,14.378067496974836,0.0026240419974783435,0.0025382069798070006
0.00027755102040816324,28.95074979399942,14.486464788016747,14.458200801011117,0.0028154470055596903,0.0027112259922432713
0.00028163265306122443,29.36983268699987,14.70838668399665,14.655763016002311,0.0027324190086801536,0.0023863039823481813
0.0002857142857142857,29.649279311997816,14.83154264800396,14.811687079993135,0.0027509899955475703,0.0027373119883122854
0.00028979591836734693,29.496311007002078,14.720328508017701,14.769410851986322,0.002811022008245345,0.003182508997269906
0.0002938775510204081,29.59222320900153,14.836994132005202,14.74917471898516,0.0028667990045505576,0.0026153959988732822
0.0002979591836734694,29.713709035000647,14.794458971002314,14.913722943005268,0.002555031009251252,0.0024315560003742576
0.00030204081632653057,29.234142369998153,14.5256818519847,14.702620527008548,0.0024437820102320984,0.0028261300030862913
0.0003061224489795918,29.578129953006282,14.797794098012673,14.774150644996553,0.0029307810036698356,0.002700043005461339
0.000310204081632653,29.687325548002264,14.843572470999788,14.8378942840136,0.002844287984771654,0.00248595899756765
0.00031428571428571427,29.72620618200017,14.806481969011656,14.913067264977144,0.0030408419988816604,0.0030100099902483635
0.0003183673469387755,29.58321439300198,14.833005038984993,14.744641672994476,0.002680985016922932,0.0023490840176236816
0.0003224489795918367,29.594799748003425,14.786110384018684,14.802819631026068,0.002718642987019848,0.0025842619797913358
0.0003265306122448979,29.501114179998694,14.745935270977498,14.748681031014712,0.0030608860033680685,0.002857345993106719
0.00033061224489795916,28.961195395000686,14.488637333008228,14.466624025000783,0.002750633007963188,0.00263127799553331
0.0003346938775510204,29.028644083999097,14.555280433000007,14.467719143001887,0.0026280999882146716,0.002460134004650172
0.0003387755102040816,28.840487925997877,14.37052736300393,14.46398677500838,0.0029978940001456067,0.002405043996986933
0.0003428571428571428,28.795765517999826,14.416442559013376,14.37317754101241,0.0026902189856627956,0.0029113870041328482
0.00034693877551020405,29.001727928000037,14.498699130002933,14.496313675990677,0.0032922239988693036,0.002863975016225595
0.0003510204081632653,28.948963584000012,14.524743093003053,14.416913145993021,0.00355084801412886,0.003164273985021282
0.0003551020408163265,28.840980535002018,14.405080296986853,14.42995804099337,0.0027304859904688783,0.002631323004607111
0.0003591836734693877,29.041012854002474,14.49859218500933,14.536157109010674,0.0027681980209308676,0.002918725003837608
0.00036326530612244894,28.885403669999505,14.397512588009704,14.482190229988191,0.002786467994155828,0.002351668990741018
0.0003673469387755102,29.030945120997785,14.502702045996557,14.522741793996829,0.002612551994388923,0.002354219992412254
0.0003714285714285714,28.929666377000103,14.4299367630083,14.493433894996997,0.002751131003606133,0.0029526249927585013
0.00037551020408163263,28.99861230800161,14.491810772989993,14.500838965977891,0.002708649990381673,0.0026454869948793203
0.0003795918367346939,29.01379851299862,14.458197819003544,14.549519477019203,0.0027961209852946922,0.002727023995248601
0.0003836734693877551,29.599718298995867,14.812572827999247,14.780680642987136,0.0028986780089326203,0.0029918389991507865
0.00038775510204081627,29.734699708002154,14.812268852998386,14.917088028996659,0.0024458159823552705,0.002359698002692312
0.0003918367346938775,28.89346969399776,14.433080240014533,14.454276236981968,0.0029720020029344596,0.0025963760053855367
0.00039591836734693877,28.08119466599601,14.045299198020075,14.030100413001492,0.002603450986498501,0.0026531590046943165
0.00039999999999999996,28.12954052799614,14.04774451299454,14.076177030990948,0.0024013400252442807,0.0026236770063405856
media,29.170718735819538,14.58495531090186,14.57974435498123,0.00278801664171624,0.0026687091369240077
